chapter,title,word_count,characters,events,source_url,parsed_at
274,269: White Lion Religion (2),2190,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-274,2026-05-27T17:44:00.938601
275,270: White Lion Religion (3),2208,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-275,2026-05-27T17:44:00.942663
276,271: Hidden Message (1),2864,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-276,2026-05-27T17:44:00.947621
277,272: Hidden Message (2),2102,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-277,2026-05-27T17:44:00.951503
278,273: Hidden Message (3),2547,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-278,2026-05-27T17:44:00.955558
279,274: Swordsman (1),2288,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-279,2026-05-27T17:44:00.960346
280,275: Swordsman (2),2130,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-280,2026-05-27T17:44:00.964386
281,276: Orthodox Faction (1),1685,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-281,2026-05-27T17:44:00.968025
282,277: Orthodox Faction (2),2364,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-282,2026-05-27T17:44:00.972107
283,278: Orthodox Faction (3),2399,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-283,2026-05-27T17:44:00.976895
284,279: Orthodox Faction (4),2921,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-284,2026-05-27T17:44:00.981128
285,280: The Last Vote (1),2591,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-285,2026-05-27T17:44:00.985385
286,281: The Last Vote (2),2307,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-286,2026-05-27T17:44:00.990316
287,282: The Last Vote (3),2183,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-287,2026-05-27T17:44:00.994254
288,283: The Last Vote (4),3004,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-288,2026-05-27T17:44:00.998618
289,284: The Last Vote (5),2491,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-289,2026-05-27T17:44:01.003022
290,285: The Last Vote (6),1945,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-290,2026-05-27T17:44:01.008004
291,286: The Last Vote. (7) (1 END),2056,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-291,2026-05-27T17:44:01.011981
292,287: 50th Floor (1),2036,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-292,2026-05-27T17:44:01.016011
293,288: 50th Floor. (2),2164,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-293,2026-05-27T17:44:01.020062
294,289: 50th Floor (3),2457,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-294,2026-05-27T17:44:01.025019
295,290: Abandoned Disciples (1),2289,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-295,2026-05-27T17:44:01.029281
296,291: Abandoned Disciples (2),2413,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-296,2026-05-27T17:44:01.034262
297,292: Abandoned Disciples (3),2485,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-297,2026-05-27T17:44:01.039362
298,293: Return of the Sword Emperor (1),2522,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-298,2026-05-27T17:44:01.050194
299,294: Return of the Sword Emperor (2),2157,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-299,2026-05-27T17:44:01.055059
300,295: Return of the Sword Emperor (3),2719,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-300,2026-05-27T17:44:01.060395
301,296: He's a Legend (1),2385,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-301,2026-05-27T17:44:01.065960
302,297: He's a Legend (2),2503,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-302,2026-05-27T17:44:01.071136
303,298: He's a Legend (3),2359,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-303,2026-05-27T17:44:01.075909
304,299: The Grand Campaign (1),2499,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-304,2026-05-27T17:44:01.081206
305,300: The Grand Campaign (2),2165,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-305,2026-05-27T17:44:01.087190
306,301: The Grand Campaign (3),2288,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-306,2026-05-27T17:44:01.091838
307,302: Grey Spider (1),2367,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-307,2026-05-27T17:44:01.096215
308,303: Grey Spider (2),2448,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-308,2026-05-27T17:44:01.100564
309,304: Grey Spider (3),2462,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-309,2026-05-27T17:44:01.105436
310,305: Reunion (1),2646,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-310,2026-05-27T17:44:01.109938
311,306: Reunion (2),2005,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-311,2026-05-27T17:44:01.114781
312,307: Reunion (3),2517,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-312,2026-05-27T17:44:01.120174
313,308: Layer by Layer (1),2071,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-313,2026-05-27T17:44:01.124735
314,309: Layer by Layer (2),2269,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-314,2026-05-27T17:44:01.129324
315,310: Layer by Layer (3),2752,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-315,2026-05-27T17:44:01.133783
316,311: The Next World (1),3107,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-316,2026-05-27T17:44:01.139174
317,312: The Next World: (2),3219,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-317,2026-05-27T17:44:01.143705
318,313: The Next World (3),2226,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-318,2026-05-27T17:44:01.147686
319,314: I'm a Fan (1),2175,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-319,2026-05-27T17:44:01.152549
320,315: I'm a Fan (2),2234,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-320,2026-05-27T17:44:01.156703
321,316: I'm a Fan (3),2133,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-321,2026-05-27T17:44:01.160769
322,317: The Time Frontline of Two People (1),3023,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-322,2026-05-27T17:44:01.165662
323,318: The Time Front of Two People (2),2088,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-323,2026-05-27T17:44:01.170676
324,319: Infernal Path (1),2597,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-324,2026-05-27T17:44:01.175049
325,320: Infernal Path (2),2310,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-325,2026-05-27T17:44:01.179357
326,321: Infernal Path (3),2304,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-326,2026-05-27T17:44:01.184426
327,322: ■■■ only for you (1),2104,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-327,2026-05-27T17:44:01.188705
328,323: ■■■ only for you (2),2496,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-328,2026-05-27T17:44:01.193481
329,324: A Music Box Only for You (3),2203,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-329,2026-05-27T17:44:01.197433
330,325: God and King (1),2534,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-330,2026-05-27T17:44:01.202743
331,326: God and King (2),2114,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-331,2026-05-27T17:44:01.207420
332,327: God and King (3),2319,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-332,2026-05-27T17:44:01.211862
333,328: Starlight (1),2082,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-333,2026-05-27T17:44:01.216897
334,329: Starlight (2),2021,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-334,2026-05-27T17:44:01.221099
335,330: Starlight (3),2290,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-335,2026-05-27T17:44:01.225410
336,331: Glass Palace (1),2215,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-336,2026-05-27T17:44:01.229583
337,332: Glass Palace (2),2679,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-337,2026-05-27T17:44:01.239487
338,334: The Constellations' Auction (1),2081,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-338,2026-05-27T17:44:01.243679
339,335: The Constellations' Auction. (2),2241,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-339,2026-05-27T17:44:01.247711
340,336: The Constellations' Auction. (3),2184,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-340,2026-05-27T17:44:01.251864
341,337: Blood and Alcohol (1),2448,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-341,2026-05-27T17:44:01.256647
342,338: Blood and Alcohol (2),2203,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-342,2026-05-27T17:44:01.260783
343,339: Blood and Alcohol (3),2742,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-343,2026-05-27T17:44:01.265296
344,340: Absolute Music Part (1),2277,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-344,2026-05-27T17:44:01.269727
345,341: Absolute Music Part (2),2084,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-345,2026-05-27T17:44:01.273866
346,342: Absolute Music Part (3),2453,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-346,2026-05-27T17:44:01.278254
347,343: Absolute Music Part (4),2034,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-347,2026-05-27T17:44:01.282670
348,344: Full Moon Voyage (1),2129,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-348,2026-05-27T17:44:01.287506
349,345: Full Moon Voyage (2),2041,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-349,2026-05-27T17:44:01.291622
350,346: Full Moon Voyage (3),2208,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-350,2026-05-27T17:44:01.295604
351,347: Full Moon Voyage (4),2014,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-351,2026-05-27T17:44:01.299410
352,348: Full Moon Voyage (5),2380,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-352,2026-05-27T17:44:01.304219
353,349: Full Moon Voyage (6),2116,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-353,2026-05-27T17:44:01.308078
354,350: White End Point (1),2450,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-354,2026-05-27T17:44:01.312037
355,351: White End Point (2),2178,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-355,2026-05-27T17:44:01.316048
356,352: White End Point (3),2434,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-356,2026-05-27T17:44:01.320586
357,353: White End Point (4),2586,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-357,2026-05-27T17:44:01.324675
358,354: White End Point (5),2350,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-358,2026-05-27T17:44:01.328495
359,355: White End Point (6),2397,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-359,2026-05-27T17:44:01.332482
360,356: Return to the Origin (1),2117,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-360,2026-05-27T17:44:01.337015
361,357: Return to the Origin (2),1998,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-361,2026-05-27T17:44:01.340901
362,358: Return to the Origin (3),2275,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-362,2026-05-27T17:44:01.344862
363,359: The Sky That Gathers Screams (1),2415,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-363,2026-05-27T17:44:01.349051
364,360: The Sky That Gathers Screams (2),3439,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-364,2026-05-27T17:44:01.354467
365,361: The Sky That Gathers Screams (3),2578,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-365,2026-05-27T17:44:01.358861
366,362: The Sky That Gathers Screams (4),2250,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-366,2026-05-27T17:44:01.363021
367,363: The Sky That Gathers Screams (5),3269,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-367,2026-05-27T17:44:01.368277
368,364: 1st Floor (1),2268,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-368,2026-05-27T17:44:01.372013
369,365: 1st Floor (2),2126,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-369,2026-05-27T17:44:01.375720
370,366: 1st Floor (3),2124,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-370,2026-05-27T17:44:01.379450
371,367: Reverse Scale (1),2451,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-371,2026-05-27T17:44:01.384182
372,368: Reverse Scale (2),2260,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-372,2026-05-27T17:44:01.388075
373,369: Reverse Scale (3),2766,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-373,2026-05-27T17:44:01.392132
374,370: Reverse Scale (4),2311,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-374,2026-05-27T17:44:01.396114
375,371: Home Base (1),2106,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-375,2026-05-27T17:44:01.400711
376,372: Home Base (2),2145,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-376,2026-05-27T17:44:01.404701
377,373: Blue Blood (1),1997,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-377,2026-05-27T17:44:01.408610
378,374: Blue Blood (2),2460,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-378,2026-05-27T17:44:01.412920
379,375: Blue Blood (3),2824,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-379,2026-05-27T17:44:01.422379
380,376: The Place Called Sanctuary (1),2192,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-380,2026-05-27T17:44:01.426242
381,377: The Place Called Sanctuary (2),2121,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-381,2026-05-27T17:44:01.430067
382,379: The Gardener of the Withered Flowers (1),4606,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-382,2026-05-27T17:44:01.435082
383,380: The Gardener of the Withered Flowers (2),2093,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-383,2026-05-27T17:44:01.439819
384,381: The Gardener of Withered Flowers (3),2374,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-384,2026-05-27T17:44:01.443652
385,382: The Gardener of Withered Flowers (4),3246,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-385,2026-05-27T17:44:01.448070
386,383: The Nine Keys (1),2326,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-386,2026-05-27T17:44:01.452613
387,384: The Nine Keys (2),2118,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-387,2026-05-27T17:44:01.456468
388,385: The Garden of Time (1),2310,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-388,2026-05-27T17:44:01.460533
389,386: The Garden of Time (2),1923,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-389,2026-05-27T17:44:01.464520
390,387: The Garden of Time (3),2162,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-390,2026-05-27T17:44:01.469256
391,"388: The Time He Waited, The Time He Walked (1)",2401,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-391,2026-05-27T17:44:01.473241
392,"389: The Time He Waited, The Time He Walked (2)",2201,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-392,2026-05-27T17:44:01.477044
393,"390: The Time He Waited, The Time He Walked (3)",2295,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-393,2026-05-27T17:44:01.481253
394,"391: The Time He Waited, The Time He Walked (4)",2056,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-394,2026-05-27T17:44:01.486025
395,"392: The Time He Waited, The Time He Walked (5)",2340,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-395,2026-05-27T17:44:01.489960
396,"393: The Time He Waited, The Time He Walked (6)",2537,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-396,2026-05-27T17:44:01.494005
397,"394: The Time He Waited, The Time He Walked (7)",2521,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-397,2026-05-27T17:44:01.498100
398,"395: The Time He Waited, The Time He Walked (8)",2669,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-398,2026-05-27T17:44:01.503240
399,396: Your World and Mine (1),2120,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-399,2026-05-27T17:44:01.507165
400,397: Your World and Mine (2),2113,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-400,2026-05-27T17:44:01.511033
401,398: Your World and Mine (3),2667,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-401,2026-05-27T17:44:01.516421
402,399: (1),2452,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-402,2026-05-27T17:44:01.520142
403,401: Author’s Note,2899,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-403,2026-05-27T17:44:01.524298
404,401: Author and Translator's Note,871,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-404,2026-05-27T17:44:01.527195
165,160. [The Great Snail Empire. (3)],2438,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-165,2026-05-27T21:47:45.781859
194,189. [Prima Donna (1)],2484,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-194,2026-05-27T21:47:45.851762
195,190. [Prima Donna (2)],2731,[],[],https://novelfire.net/book/sss-class-suicide-hunter/chapter-195,2026-05-27T21:47:45.856692
